text,cs.AI,cs.CL,cs.LG,math.OC,stat.ML,prediction,request_time,completion_tokens,prompt_tokens,total_tokens,prediction_post_processed
A Symmetric Loss Perspective of Reliable Machine Learning,0,0,1,0,1,"cs.lg, stat.ml",0.9778726100921631,8.0,116.0,124.0,[]
Asynchronous Schemes for Stochastic and Misspecified Potential Games and Nonconvex Optimization,0,0,0,1,0,math.oc,0.5723056793212891,4.0,124.0,128.0,[]
Delphic Offline Reinforcement Learning under Nonidentifiable Hidden Confounding,1,0,1,0,0,"cs.ai, stat.ml, cs.lg",0.733673095703125,12.0,121.0,133.0,[]
Minimizing the Societal Cost of Credit Card Fraud with Limited and Imbalanced Data,0,0,1,0,1,"cs.ai, stat.ml",0.599987268447876,8.0,124.0,132.0,[]
Diversity in Action: General-Sum Multi-Agent Continuous Inverse Optimal Control,0,0,1,0,1,"cs.ai, cs.lg",0.5170917510986328,8.0,121.0,129.0,[]
Controllability Analysis of Motion of Artificial Satellite Under the Effect of Oblateness of the Earth,0,0,0,1,0,"cs.ai, cs.lg",0.552112340927124,8.0,125.0,133.0,[]
High Multiplicity Scheduling with Switching Costs for few Products,0,0,0,1,0,math.oc,0.45109033584594727,4.0,117.0,121.0,[]
UoB at SemEval-2020 Task 1: Automatic Identification of Novel Word Senses,0,1,0,0,0,cs.cl,0.613274335861206,3.0,127.0,130.0,[]
An Unsupervised Joint System for Text Generation from Knowledge Graphs and Semantic Parsing,1,1,0,0,0,"cs.cl, cs.ai",0.5249736309051514,7.0,123.0,130.0,[]
The Expressive Power of Neural Networks: A View from the Width,0,0,1,0,0,"cs.ai, cs.lg",0.49257516860961914,8.0,120.0,128.0,[]
A new hybrid metric for verifying parallel corpora of Arabic-English,0,1,0,0,0,cs.cl,0.5670578479766846,3.0,119.0,122.0,[]
"On Probability Distributions for Trees: Representations, Inference and Learning",0,0,1,0,0,"cs.ai, stat.ml, cs.lg",0.7159950733184814,12.0,121.0,133.0,[]
Clenshaw Graph Neural Networks,1,0,1,0,0,"cs.ai, cs.lg",0.7086594104766846,8.0,113.0,121.0,[]
Term Definitions Help Hypernymy Detection,0,1,0,0,0,cs.cl,0.9085254669189453,3.0,114.0,117.0,[]
What changes when you randomly choose BPE merge operations? Not much,1,1,0,0,0,cs.lg,0.5076696872711182,4.0,120.0,124.0,[]
ProVe -- Self-supervised pipeline for automated product replacement and cold-starting based on neural language models,0,1,1,0,0,"cs.ai, cs.cl, stat.ml",1.1774053573608398,11.0,127.0,138.0,[]
"Beyond Chain-of-Thought, Effective Graph-of-Thought Reasoning in Large Language Models",0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.6784777641296387,11.0,124.0,135.0,[]
Is Distance Matrix Enough for Geometric Deep Learning?,1,0,1,0,0,"cs.ai, cs.lg",0.5231461524963379,8.0,117.0,125.0,[]
Bandit Pareto Set Identification: the Fixed Budget Setting,0,0,1,0,1,"cs.ai, stat.ml, math.oc",0.6840271949768066,12.0,118.0,130.0,[]
A Study on Mitigating Hard Boundaries of Decision-Tree-based Uncertainty Estimates for AI Models,1,0,1,0,0,"cs.ai, cs.lg, stat.ml",0.7550034523010254,12.0,127.0,139.0,[]
Lower Bounds for Higher-Order Convex Optimization,0,0,1,1,1,math.oc,0.5961606502532959,4.0,116.0,120.0,[]
Multimodal Prediction and Personalization of Photo Edits with Deep Generative Models,0,0,1,0,1,"cs.ai, cs.lg",0.49875640869140625,8.0,123.0,131.0,[]
EmoBERTa: Speaker-Aware Emotion Recognition in Conversation with RoBERTa,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.6445713043212891,11.0,124.0,135.0,[]
MERL: Multi-Head Reinforcement Learning,1,0,1,0,1,"cs.ai, cs.lg",0.5759515762329102,8.0,116.0,124.0,[]
Adaptive Verifiable Training Using Pairwise Class Similarity,0,0,1,0,0,"cs.ai, cs.lg, stat.ml",0.6588311195373535,12.0,117.0,129.0,[]
Chinese Spelling Error Detection Using a Fusion Lattice LSTM,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.4917776584625244,11.0,119.0,130.0,[]
Online detection of failures generated by storage simulator,0,0,1,0,0,cs.lg,0.5290052890777588,4.0,115.0,119.0,[]
Second-order sufficient conditions for sparse optimal control of singular Allen--Cahn systems with dynamic boundary conditions,0,0,0,1,0,math.oc,0.47438859939575195,4.0,126.0,130.0,[]
Pchatbot: A Large-Scale Dataset for Personalized Chatbot,1,1,0,0,0,"cs.ai, cs.cl",1.0175650119781494,7.0,120.0,127.0,[]
From Optimality to Robustness: Dirichlet Sampling Strategies in Stochastic Bandits,0,0,1,0,1,"cs.ai, stat.ml, cs.lg",0.531548023223877,12.0,124.0,136.0,[]
ForecastNet: A Time-Variant Deep Feed-Forward Neural Network Architecture for Multi-Step-Ahead Time-Series Forecasting,0,0,1,0,1,"cs.ai, stat.ml, cs.lg",0.856602668762207,12.0,130.0,142.0,[]
Formalization of semantic network of image constructions in electronic content,0,1,0,0,0,cs.ai,0.5423583984375,4.0,118.0,122.0,[]
Reduction of Parameter Redundancy in Biaffine Classifiers with Symmetric and Circulant Weight Matrices,0,1,0,0,0,"cs.ai, cs.lg, stat.ml",0.8087959289550781,12.0,130.0,142.0,[]
GitFL: Adaptive Asynchronous Federated Learning using Version Control,0,0,1,0,0,"cs.lg, cs.ai",0.5646517276763916,8.0,119.0,127.0,[]
Partial-Label Regression,0,0,1,0,0,stat.ml,0.5590343475341797,4.0,111.0,115.0,[]
AdMix: A Mixed Sample Data Augmentation Method for Neural Machine Translation,0,1,0,0,0,"cs.ai, cs.lg, stat.ml",0.9755754470825195,12.0,121.0,133.0,[]
Learning Geometric Word Meta-Embeddings,0,1,1,0,1,"cs.ai, cs.cl, stat.ml",0.5251333713531494,11.0,115.0,126.0,[]
"""You made me feel this way"": Investigating Partners' Influence in Predicting Emotions in Couples' Conflict Interactions using Speech Data",0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.6248931884765625,11.0,134.0,145.0,[]
In-context Learning and Gradient Descent Revisited,0,1,1,0,0,"cs.ai, cs.lg",0.6105647087097168,8.0,116.0,124.0,[]
Integrative Analysis of Patient Health Records and Neuroimages via Memory-based Graph Convolutional Network,0,0,1,0,1,"cs.ai, cs.lg",0.5785207748413086,8.0,125.0,133.0,[]
Understanding ProbLog as Probabilistic Argumentation,1,0,0,0,0,"cs.ai, cs.lg",0.7625868320465088,8.0,116.0,124.0,[]
Cross-lingual Text Classification with Heterogeneous Graph Neural Network,0,1,0,0,0,"cs.cl, cs.ai",0.5844123363494873,7.0,120.0,127.0,[]
Comment on Stochastic Polyak Step-Size: Performance of ALI-G,0,0,1,0,0,"cs.lg, stat.ml",0.5848314762115479,8.0,122.0,130.0,[]
Unified Group Fairness on Federated Learning,0,0,1,0,0,"cs.ai, cs.lg",0.4893147945404053,8.0,115.0,123.0,[]
Enabling inter-area reserve exchange through stable benefit allocation mechanisms,0,0,0,1,0,"cs.ai, cs.lg, stat.ml",0.5459842681884766,12.0,118.0,130.0,[]
Topological Constraints on Homeomorphic Auto-Encoding,0,0,1,0,1,"cs.ai, cs.lg",0.45448899269104004,8.0,115.0,123.0,[]
Why do you think that? Exploring Faithful Sentence-Level Rationales Without Supervision,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.5792341232299805,11.0,123.0,134.0,[]
Generalization and Estimation Error Bounds for Model-based Neural Networks,0,0,1,0,1,"cs.lg, stat.ml",0.5239746570587158,8.0,119.0,127.0,[]
Adaptive Quantization for Deep Neural Network,0,0,1,0,1,cs.lg,0.61000657081604,4.0,114.0,118.0,[]
Textual Entailment Recognizing by Theorem Proving Approach,0,1,0,0,0,"cs.ai, cs.cl",0.7105748653411865,7.0,120.0,127.0,[]
Semantic Sentence Embeddings for Paraphrasing and Text Summarization,1,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.48445844650268555,11.0,121.0,132.0,[]
Model Embedding Model-Based Reinforcement Learning,1,0,1,0,0,"cs.ai, cs.lg",0.6277844905853271,8.0,115.0,123.0,[]
Evaluating Contextual Embeddings and their Extraction Layers for Depression Assessment,0,1,1,0,0,"cs.ai, cs.cl, stat.ml",0.9249560832977295,11.0,120.0,131.0,[]
Spectral Embedding of Graph Networks,1,0,1,0,1,math.oc,0.6217572689056396,4.0,114.0,118.0,[]
LSTM-CNN: An efficient diagnostic network for Parkinson's disease utilizing dynamic handwriting analysis,1,0,0,0,0,"cs.ai, cs.lg, stat.ml",0.6617321968078613,12.0,124.0,136.0,[]
Reconciling Modern Deep Learning with Traditional Optimization Analyses: The Intrinsic Learning Rate,0,0,1,0,0,"cs.ai, stat.ml, math.oc",0.7410943508148193,12.0,124.0,136.0,[]
Grounded Compositional Outputs for Adaptive Language Modeling,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.6177527904510498,11.0,117.0,128.0,[]
How much does a word weigh? Weighting word embeddings for word sense induction,0,1,0,0,0,"cs.cl, stat.ml, cs.ai",1.067720890045166,11.0,122.0,133.0,[]
IvyGPT: InteractiVe Chinese pathwaY language model in medical domain,1,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.5657289028167725,11.0,122.0,133.0,[]
FETILDA: An Effective Framework For Fin-tuned Embeddings For Long Financial Text Documents,1,1,1,0,0,"cs.ai, stat.ml, cs.lg",1.0301940441131592,12.0,126.0,138.0,[]
"Quantifying lottery tickets under label noise: accuracy, calibration, and complexity",0,0,1,0,0,"stat.ml, cs.ai",0.7434053421020508,8.0,121.0,129.0,[]
A Unifying Framework for Strong Structural Controllability,0,0,0,1,0,math.oc,0.4172217845916748,4.0,117.0,121.0,[]
Learning Team Decisions,0,0,0,1,0,cs.ai,0.4325594902038574,4.0,110.0,114.0,[]
On the role of Model Uncertainties in Bayesian Optimization,0,0,1,0,1,"cs.ai, stat.ml",0.5722579956054688,8.0,118.0,126.0,[]
Cardinality-constrained optimization problems in general position and beyond,0,0,0,1,0,math.oc,0.4249701499938965,4.0,118.0,122.0,[]
Adaptivity and Modularity for Efficient Generalization Over Task Complexity,1,0,1,0,0,"cs.ai, cs.lg",0.4900047779083252,8.0,119.0,127.0,[]
An Empirical Evaluation of Time-Series Feature Sets,0,0,1,0,0,stat.ml,0.8276100158691406,4.0,116.0,120.0,[]
An Information-theoretic Approach to Prompt Engineering Without Ground Truth Labels,0,1,1,0,0,"cs.ai, stat.ml",0.6330103874206543,8.0,120.0,128.0,[]
"Fair When Trained, Unfair When Deployed: Observable Fairness Measures are Unstable in Performative Prediction Settings",0,0,1,0,1,"cs.ai, stat.ml",0.4693171977996826,8.0,130.0,138.0,[]
DClEVerNet: Deep Combinatorial Learning for Efficient EV Charging Scheduling in Large-scale Networked Facilities,0,0,1,0,0,"cs.ai, cs.lg, math.oc",0.6151237487792969,12.0,129.0,141.0,[]
Dialogue Shaping: Empowering Agents through NPC Interaction,0,1,0,0,0,"cs.ai, cs.cl",0.4792313575744629,7.0,117.0,124.0,[]
Contextual Information and Specific Language Models for Spoken Language Understanding,0,1,0,0,0,"cs.cl, cs.ai",0.7893853187561035,7.0,118.0,125.0,[]
Entailment Tree Explanations via Iterative Retrieval-Generation Reasoner,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",1.1036319732666016,11.0,122.0,133.0,[]
"Facilitating automated conversion of scientific knowledge into scientific simulation models with the Machine Assisted Generation, Calibration, and Comparison (MAGCC) Framework",1,0,1,0,0,"cs.ai, cs.lg",0.7447512149810791,8.0,133.0,141.0,[]
Belief Functions and Default Reasoning,1,0,0,0,0,cs.ai,0.732494592666626,4.0,114.0,118.0,[]
Empirical Analysis of Sampling Based Estimators for Evaluating RBMs,0,0,1,0,1,"cs.lg, stat.ml",0.6344685554504395,8.0,121.0,129.0,[]
Set optimization - a rather short introduction,0,0,0,1,0,math.oc,0.4553232192993164,4.0,114.0,118.0,[]
Learning Algorithms for Active Learning,0,0,1,0,0,cs.lg,0.43016839027404785,4.0,112.0,116.0,[]
Finite Convergence Criteria for Normalized Nash Equilibrium through Weak Sharpness and Linear Conditioning,0,0,0,1,0,math.oc,0.6029777526855469,4.0,125.0,129.0,[]
Analysis of some Epidemic Models in complex networks and some ideas about isolation strategies,0,0,0,1,0,math.oc,0.5690610408782959,4.0,122.0,126.0,[]
CONDA: a CONtextual Dual-Annotated dataset for in-game toxicity understanding and detection,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.7310583591461182,11.0,126.0,137.0,[]
Sample-efficient Deep Reinforcement Learning for Dialog Control,1,0,1,0,1,"cs.ai, cs.lg",0.530005693435669,8.0,116.0,124.0,[]
Learning Executable Semantic Parsers for Natural Language Understanding,1,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.708059549331665,11.0,117.0,128.0,[]
Hybrid Voltage Control in Distribution Networks Under Limited Communication Rates,0,0,0,1,0,math.oc,0.6054222583770752,4.0,117.0,121.0,[]
Using New Data to Refine a Bayesian Network,1,0,0,0,0,"cs.ai, stat.ml",0.5179932117462158,8.0,116.0,124.0,[]
Adversarial Attack with Pattern Replacement,0,0,1,0,1,"cs.ai, cs.lg",0.42701148986816406,8.0,114.0,122.0,[]
Neural Markov Logic Networks,0,0,1,0,1,"cs.ai, cs.lg",0.5528104305267334,8.0,112.0,120.0,[]
Learning Domain Specific Language Models for Automatic Speech Recognition through Machine Translation,0,1,0,0,0,"cs.cl, cs.ai, stat.ml",0.6068263053894043,11.0,119.0,130.0,[]
A Practical Incremental Learning Framework For Sparse Entity Extraction,0,1,0,0,0,"cs.ai, cs.lg",0.7415330410003662,8.0,117.0,125.0,[]
AR Identification of Latent-variable Graphical Models,0,0,0,1,0,"cs.ai, stat.ml",0.6913642883300781,8.0,116.0,124.0,[]
Proximal Policy Gradient: PPO with Policy Gradient,1,0,1,0,0,"cs.ai, cs.lg",0.6107561588287354,8.0,117.0,125.0,[]
Evaluating the Robustness of Neural Language Models to Input Perturbations,1,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.5899114608764648,11.0,121.0,132.0,[]
FQ-Conv: Fully Quantized Convolution for Efficient and Accurate Inference,0,0,1,0,1,"cs.ai, cs.lg",0.658132791519165,8.0,123.0,131.0,[]
Sentence Centrality Revisited for Unsupervised Summarization,0,1,0,0,0,cs.cl,0.6309466361999512,3.0,119.0,122.0,[]
Geometrical Homogeneous Clustering for Image Data Reduction,0,0,1,0,0,"cs.ai, cs.lg",0.49221205711364746,8.0,118.0,126.0,[]
Unsupervised Syntactically Controlled Paraphrase Generation with Abstract Meaning Representations,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.6277897357940674,11.0,124.0,135.0,[]
A Theoretical Perspective on Hyperdimensional Computing,0,0,1,0,0,math.oc,0.49314260482788086,4.0,116.0,120.0,[]
An Extension of Fast Iterative Shrinkage-thresholding to Riemannian Optimization for Sparse Principal Component Analysis,0,0,0,1,0,"math.oc, stat.ml",0.5544478893280029,8.0,130.0,138.0,[]
The role of behavior modifiers in representation development,1,0,0,0,0,cs.ai,0.5940420627593994,4.0,115.0,119.0,[]
Morphological Word Segmentation on Agglutinative Languages for Neural Machine Translation,0,1,0,0,0,"cs.cl, cs.ai",2.974165916442871,7.0,122.0,129.0,[]
Compressive PCA for Low-Rank Matrices on Graphs,0,0,1,0,0,math.oc,0.4589231014251709,4.0,119.0,123.0,[]
A Differential Entropy Estimator for Training Neural Networks,0,0,1,0,1,"cs.ai, cs.lg",0.5466513633728027,8.0,117.0,125.0,[]
Equivariant and Invariant Grounding for Video Question Answering,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.497957706451416,11.0,120.0,131.0,[]
Hybrid Learning with New Value Function for the Maximum Common Subgraph Problem,1,0,0,0,0,math.oc,0.554600715637207,4.0,120.0,124.0,[]
Traffic Forecasting using Vehicle-to-Vehicle Communication,0,0,1,0,0,"cs.ai, cs.lg",0.598884105682373,8.0,116.0,124.0,[]
Artificial Decision Making Under Uncertainty in Intelligent Buildings,1,0,0,0,0,cs.ai,0.6271321773529053,4.0,116.0,120.0,[]
Multi-agent constrained optimization of a strongly convex function over time-varying directed networks,0,0,0,1,0,math.oc,0.5434622764587402,4.0,123.0,127.0,[]
Enabling Language Models to Fill in the Blanks,1,1,1,0,0,cs.cl,0.5517458915710449,3.0,117.0,120.0,[]
ArPanEmo: An Open-Source Dataset for Fine-Grained Emotion Recognition in Arabic Online Content during COVID-19 Pandemic,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.6952147483825684,11.0,132.0,143.0,[]
The Sample Complexity of Multi-Distribution Learning for VC Classes,0,0,1,0,1,"stat.ml, math.oc",0.514962911605835,8.0,118.0,126.0,[]
Efficient One-Pass End-to-End Entity Linking for Questions,1,1,0,0,0,cs.cl,0.5268850326538086,3.0,118.0,121.0,[]
Iterative Edit-Based Unsupervised Sentence Simplification,0,1,0,0,0,"cs.cl, cs.lg",0.4877457618713379,7.0,117.0,124.0,[]
Improved Active Multi-Task Representation Learning via Lasso,1,0,1,0,0,"cs.lg, stat.ml",0.4994235038757324,8.0,117.0,125.0,[]
Contextual Bandits with Budgeted Information Reveal,0,0,1,1,0,"cs.lg, stat.ml",0.5555074214935303,8.0,116.0,124.0,[]
Regularizers for Structured Sparsity,0,0,0,0,1,"cs.lg, stat.ml",0.8644287586212158,8.0,114.0,122.0,[]
Resilience of Electricity Distribution Networks - Part II: Leveraging Microgrids,0,0,0,1,0,math.oc,0.4474170207977295,4.0,122.0,126.0,[]
Addressing the Time-Varying Dynamic Probabilistic Reserve Sizing Method on Generation and Transmission Investment Planning Decisions,0,0,0,1,0,"cs.ai, stat.ml, math.oc",0.5327064990997314,12.0,129.0,141.0,[]
Glyph: Fast and Accurately Training Deep Neural Networks on Encrypted Data,0,0,1,0,1,"cs.ai, cs.lg",0.7044603824615479,8.0,122.0,130.0,[]
Subformer: Exploring Weight Sharing for Parameter Efficiency in Generative Transformers,0,1,1,0,0,"cs.ai, cs.lg",0.6386678218841553,8.0,120.0,128.0,[]
Embedding Differentiable Sparsity into Deep Neural Network,0,0,1,0,1,"cs.ai, cs.lg",0.5103983879089355,8.0,119.0,127.0,[]
External Knowledge Selection with Weighted Negative Sampling in Knowledge-grounded Task-oriented Dialogue Systems,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.6298849582672119,11.0,122.0,133.0,[]
Extremality of Convex Sets with Some Applications,0,0,0,1,0,math.oc,0.4034252166748047,4.0,116.0,120.0,[]
Designing recurrent neural networks by unfolding an l1-l1 minimization algorithm,0,0,1,0,1,"cs.ai, stat.ml, cs.lg",0.5495879650115967,12.0,121.0,133.0,[]
USFD: Twitter NER with Drift Compensation and Linked Data,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.7162919044494629,11.0,119.0,130.0,[]
An In-Depth Evaluation of Federated Learning on Biomedical Natural Language Processing,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.4975860118865967,11.0,121.0,132.0,[]
Instance-based Label Smoothing For Better Calibrated Classification Networks,1,0,1,0,0,"cs.ai, stat.ml, cs.lg",0.5602178573608398,12.0,119.0,131.0,[]
"Gamma Processes, Stick-Breaking, and Variational Inference",1,0,1,0,1,"stat.ml, math.oc",0.4915158748626709,8.0,120.0,128.0,[]
Inexact Convex Relaxations for AC Optimal Power Flow: Towards AC Feasibility,0,0,0,1,0,math.oc,0.5404150485992432,4.0,124.0,128.0,[]
Fixed Design Analysis of Regularization-Based Continual Learning,0,0,1,0,0,"cs.ai, cs.lg, stat.ml",0.6708755493164062,12.0,117.0,129.0,[]
A Note on the PAC Bayesian Theorem,1,0,1,0,0,"stat.ml, math.oc",0.4977092742919922,8.0,115.0,123.0,[]
Injecting External Solutions Into CMA-ES,0,0,1,0,0,"cs.lg, stat.ml",0.7512545585632324,8.0,115.0,123.0,[]
Stepwise Model Selection for Sequence Prediction via Deep Kernel Learning,0,0,1,0,1,"cs.ai, stat.ml, cs.lg",0.8572883605957031,12.0,118.0,130.0,[]
Stochastic primal dual fixed point method for composite optimization,0,0,0,1,0,math.oc,0.43720293045043945,4.0,117.0,121.0,[]
Parameter Learning for Log-supermodular Distributions,0,0,1,0,1,"cs.ai, stat.ml",0.6005215644836426,8.0,116.0,124.0,[]
Adjoint-based predictor-corrector sequential convex programming for parametric nonlinear optimization,0,0,0,1,0,math.oc,0.5090765953063965,4.0,122.0,126.0,[]
Designing Adaptive Neural Networks for Energy-Constrained Image Classification,0,0,1,0,1,"cs.ai, cs.lg",0.5829968452453613,8.0,117.0,125.0,[]
Post-processing Networks: Method for Optimizing Pipeline Task-oriented Dialogue Systems using Reinforcement Learning,1,1,0,0,0,"cs.ai, cs.cl, stat.ml, cs.lg",0.5976853370666504,15.0,124.0,139.0,[]
Augmented Cyclic Adversarial Learning for Low Resource Domain Adaptation,0,0,1,0,1,"cs.lg, stat.ml",0.5672996044158936,8.0,121.0,129.0,[]
Policy Gradients for Contextual Recommendations,0,0,1,0,0,"cs.ai, cs.lg",0.583895206451416,8.0,114.0,122.0,[]
Preventing Imitation Learning with Adversarial Policy Ensembles,1,0,1,0,1,"cs.lg, cs.ai",0.6772899627685547,8.0,120.0,128.0,[]
Generic Stability Implication from Full Information Estimation to Moving-Horizon Estimation,0,0,0,1,0,"math.oc, stat.ml",0.4764564037322998,8.0,122.0,130.0,[]
Answering Subcognitive Turing Test Questions: A Reply to French,0,1,0,0,0,"cs.ai, cs.cl",5.049128770828247,7.0,121.0,128.0,[]
LocoProp: Enhancing BackProp via Local Loss Optimization,0,0,1,0,0,"cs.lg, stat.ml",0.5859594345092773,8.0,119.0,127.0,[]
Deep Adaptive Arbitrary Polynomial Chaos Expansion: A Mini-data-driven Semi-supervised Method for Uncertainty Quantification,0,0,1,0,0,"cs.ai, stat.ml",0.6767487525939941,8.0,128.0,136.0,[]
Spatial-Temporal Hypergraph Neural Network for Traffic Forecasting,0,0,1,0,0,"cs.ai, cs.lg",0.677213191986084,8.0,118.0,126.0,[]
Clarke subgradients of stratifiable functions,0,0,0,1,0,math.oc,0.43427109718322754,4.0,115.0,119.0,[]
Gradient-based Wang-Landau Algorithm: A Novel Sampler for Output Distribution of Neural Networks over the Input Space,1,0,0,0,0,"cs.ai, stat.ml, cs.lg",0.545384407043457,12.0,129.0,141.0,[]
Stochastic Discriminative EM,0,0,1,0,0,"cs.ai, stat.ml",0.5090780258178711,8.0,113.0,121.0,[]
Automatic Identification of Types of Alterations in Historical Manuscripts,0,1,1,0,1,"cs.ai, cs.cl",0.921929121017456,7.0,118.0,125.0,[]
Circuit-Based Intrinsic Methods to Detect Overfitting,0,0,1,0,1,cs.lg,0.5582072734832764,4.0,117.0,121.0,[]
Learning Directed Graphical Models from Gaussian Data,0,0,1,0,1,"cs.ai, stat.ml",0.7395830154418945,8.0,115.0,123.0,[]
Automatic retrieval of corresponding US views in longitudinal examinations,0,0,1,0,0,"cs.ai, stat.ml",0.602529764175415,8.0,116.0,124.0,[]
English Conversational Telephone Speech Recognition by Humans and Machines,0,1,0,0,0,"cs.ai, cs.cl",0.5219991207122803,7.0,117.0,124.0,[]
"Overview of the CCKS 2019 Knowledge Graph Evaluation Track: Entity, Relation, Event and QA",1,1,0,0,0,"cs.ai, cs.cl",0.4974796772003174,7.0,128.0,135.0,[]
Understanding Random Forests: From Theory to Practice,0,0,0,0,1,"cs.ai, stat.ml, cs.lg",0.576768159866333,12.0,116.0,128.0,[]
Stochastic Contextual Bandits with Graph-based Contexts,0,0,1,0,1,"cs.ai, cs.lg, stat.ml",0.5644352436065674,12.0,118.0,130.0,[]
I$^2$KD-SLU: An Intra-Inter Knowledge Distillation Framework for Zero-Shot Cross-Lingual Spoken Language Understanding,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",1.0773520469665527,11.0,136.0,147.0,[]
Efficient Exploration in Binary and Preferential Bayesian Optimization,0,0,1,1,1,"cs.ai, stat.ml, cs.lg",0.646902322769165,12.0,116.0,128.0,[]
Contrastive Unsupervised Word Alignment with Non-Local Features,0,1,0,0,0,"cs.cl, cs.lg",0.70633864402771,7.0,119.0,126.0,[]
Learning Structured Declarative Rule Sets -- A Challenge for Deep Discrete Learning,0,0,1,0,0,"cs.ai, cs.lg",0.4955251216888428,8.0,121.0,129.0,[]
Fixed-Endpoint Optimal Control of Bilinear Ensemble Systems,0,0,0,1,0,math.oc,0.5237691402435303,4.0,117.0,121.0,[]
Uplifting Bandits,0,0,1,0,1,cs.lg,0.6462633609771729,4.0,112.0,116.0,[]
Mixed-integer linearity in nonlinear optimization: a trust region approach,0,0,0,1,0,math.oc,0.5537421703338623,4.0,120.0,124.0,[]
Perseus: A Simple and Optimal High-Order Method for Variational Inequalities,0,0,1,1,0,math.oc,0.9480061531066895,4.0,123.0,127.0,[]
Input Validation for Neural Networks via Runtime Local Robustness Verification,0,0,1,0,1,"cs.ai, cs.lg",1.7823975086212158,8.0,118.0,126.0,[]
Latent Discretization for Continuous-time Sequence Compression,0,0,1,0,1,"cs.lg, stat.ml",0.5897927284240723,8.0,117.0,125.0,[]
Structure Based Extended Resolution for Constraint Programming,1,0,0,0,0,math.oc,0.4895744323730469,4.0,114.0,118.0,[]
Integrating Logical and Probabilistic Reasoning for Decision Making,1,0,0,0,0,"cs.ai, stat.ml",0.665489912033081,8.0,119.0,127.0,[]
Facial Reduction and Partial Polyhedrality,0,0,0,1,0,math.oc,0.5842459201812744,4.0,114.0,118.0,[]
Label-Efficient Interactive Time-Series Anomaly Detection,1,0,1,0,0,"cs.lg, stat.ml",0.6325361728668213,8.0,116.0,124.0,[]
One Network Fits All? Modular versus Monolithic Task Formulations in Neural Networks,1,0,1,0,1,"cs.ai, cs.lg",0.46899986267089844,8.0,122.0,130.0,[]
Secure Classification With Augmented Features,0,0,1,0,0,"cs.ai, cs.lg",0.49601173400878906,8.0,113.0,121.0,[]
Toward autocorrection of chemical process flowsheets using large language models,1,0,1,0,0,"cs.ai, cs.cl",0.48714184761047363,7.0,120.0,127.0,[]
Early warning via transitions in latent stochastic dynamical systems,0,0,1,0,1,"cs.ai, stat.ml, math.oc",0.6742024421691895,12.0,117.0,129.0,[]
Relative-error inertial-relaxed inexact versions of Douglas-Rachford and ADMM splitting algorithms,0,0,0,1,0,math.oc,0.547921895980835,4.0,126.0,130.0,[]
The KITMUS Test: Evaluating Knowledge Integration from Multiple Sources in Natural Language Understanding Systems,0,1,1,0,0,"cs.ai, cs.cl, stat.ml",0.5228030681610107,11.0,125.0,136.0,[]
L2-Nonexpansive Neural Networks,1,0,1,0,0,"cs.ai, cs.lg",0.5334761142730713,8.0,116.0,124.0,[]
On minimal LPV state-space representations in innovation form: an algebraic characterization,0,0,0,1,0,math.oc,0.5887513160705566,4.0,122.0,126.0,[]
BITS Pilani at HinglishEval: Quality Evaluation for Code-Mixed Hinglish Text Using Transformers,0,1,1,0,0,"cs.ai, cs.cl, stat.ml",0.5288968086242676,11.0,127.0,138.0,[]
Bayesian Crowdsourcing with Constraints,0,0,1,0,1,"cs.ai, stat.ml, cs.lg",0.5772058963775635,12.0,113.0,125.0,[]
Detecting Asks in SE attacks: Impact of Linguistic and Structural Knowledge,0,1,0,0,0,"cs.cl, cs.ai",0.571232795715332,7.0,122.0,129.0,[]
Node Copying: A Random Graph Model for Effective Graph Sampling,0,0,1,0,1,"cs.ai, cs.lg",0.7855775356292725,8.0,119.0,127.0,[]
Understanding Transfer Learning and Gradient-Based Meta-Learning Techniques,1,0,1,0,1,"cs.ai, cs.lg, stat.ml",0.509239912033081,12.0,117.0,129.0,[]
Generalized Reciprocal Perspective,0,0,1,0,0,cs.ai,0.5480813980102539,4.0,112.0,116.0,[]
Data envelopment analysis -- a flexible device to assessing SMEs performance,0,0,0,1,0,"cs.ai, stat.ml",0.7679328918457031,8.0,119.0,127.0,[]
