text,cs.AI,cs.CL,cs.LG,math.OC,stat.ML,response_time,vram_usage,ram_usage,total_time,cs.AI pred,cs.CL pred,stat.ML pred,math.OC pred,cs.LG pred
AdMix: A Mixed Sample Data Augmentation Method for Neural Machine Translation,0,1,0,0,0,2.4139294624328613,4287,87.828125,0.3522897,1,1,0,0,1
Learning Geometric Word Meta-Embeddings,0,1,1,0,1,2.4017210006713867,4287,87.89453125,0.3454273,1,1,0,0,0
"""You made me feel this way"": Investigating Partners' Influence in Predicting Emotions in Couples' Conflict Interactions using Speech Data",0,1,0,0,0,2.408252716064453,4286,87.8984375,0.3641943,0,1,1,0,0
In-context Learning and Gradient Descent Revisited,0,1,1,0,0,2.3541178703308105,4286,87.8984375,0.3089609,1,1,0,0,0
Integrative Analysis of Patient Health Records and Neuroimages via Memory-based Graph Convolutional Network,0,0,1,0,1,2.3895366191864014,4286,86.84765625,0.346799,1,1,0,0,1
Understanding ProbLog as Probabilistic Argumentation,1,0,0,0,0,2.4413986206054688,4287,87.4375,0.4196169,1,1,0,0,0
Cross-lingual Text Classification with Heterogeneous Graph Neural Network,0,1,0,0,0,2.4041614532470703,4287,87.44921875,0.3578133,1,1,0,0,1
Comment on Stochastic Polyak Step-Size: Performance of ALI-G,0,0,1,0,0,2.3790557384490967,4287,87.94140625,0.3325572,1,1,0,1,0
Unified Group Fairness on Federated Learning,0,0,1,0,0,2.448465585708618,4287,87.94140625,0.4031185,1,1,0,1,0
Enabling inter-area reserve exchange through stable benefit allocation mechanisms,0,0,0,1,0,2.3404700756073,4287,87.94140625,0.3114979,0,1,0,1,0
Topological Constraints on Homeomorphic Auto-Encoding,0,0,1,0,1,2.3686416149139404,4287,87.94140625,0.3228312,1,1,0,0,0
Why do you think that? Exploring Faithful Sentence-Level Rationales Without Supervision,0,1,0,0,0,2.3418757915496826,4287,87.859375,0.2973238,1,1,0,0,0
Generalization and Estimation Error Bounds for Model-based Neural Networks,0,0,1,0,1,2.3958137035369873,4287,87.86328125,0.3369796,1,1,0,1,0
Adaptive Quantization for Deep Neural Network,0,0,1,0,1,2.441793918609619,4287,87.9296875,0.4006844,1,1,0,1,0
Textual Entailment Recognizing by Theorem Proving Approach,0,1,0,0,0,2.384169816970825,4287,85.34375,0.3573936,1,1,1,0,0
Semantic Sentence Embeddings for Paraphrasing and Text Summarization,1,1,0,0,0,2.5253162384033203,4287,86.4609375,0.4803298,1,1,0,0,1
Model Embedding Model-Based Reinforcement Learning,1,0,1,0,0,2.35642409324646,4287,86.97265625,0.3172602,1,1,0,1,0
Evaluating Contextual Embeddings and their Extraction Layers for Depression Assessment,0,1,1,0,0,2.452275514602661,4287,87.7265625,0.4144998,0,1,1,0,0
Spectral Embedding of Graph Networks,1,0,1,0,1,2.3859591484069824,4287,88.18359375,0.3408574,1,1,1,0,0
LSTM-CNN: An efficient diagnostic network for Parkinson's disease utilizing dynamic handwriting analysis,1,0,0,0,0,2.3725037574768066,4287,88.22265625,0.3347421,1,1,0,0,1
Reconciling Modern Deep Learning with Traditional Optimization Analyses: The Intrinsic Learning Rate,0,0,1,0,0,2.392911195755005,4287,86.57421875,0.3376321,1,0,0,1,0
Grounded Compositional Outputs for Adaptive Language Modeling,0,1,0,0,0,2.4597675800323486,4287,87.1171875,0.4283506,1,1,0,0,1
How much does a word weigh? Weighting word embeddings for word sense induction,0,1,0,0,0,2.4499926567077637,4287,87.140625,0.3986586,1,1,1,0,0
IvyGPT: InteractiVe Chinese pathwaY language model in medical domain,1,1,0,0,0,2.4260480403900146,4287,87.6484375,0.3745495,1,1,0,0,1
FETILDA: An Effective Framework For Fin-tuned Embeddings For Long Financial Text Documents,1,1,1,0,0,2.44568133354187,4287,87.66796875,0.4046855,1,1,1,0,0
"Quantifying lottery tickets under label noise: accuracy, calibration, and complexity",0,0,1,0,0,2.4375133514404297,4287,87.70703125,0.391492,1,1,0,1,0
A Unifying Framework for Strong Structural Controllability,0,0,0,1,0,2.356985092163086,4287,87.7421875,0.3131022,1,0,0,1,0
Learning Team Decisions,0,0,0,1,0,2.3996715545654297,4287,87.76953125,0.3432673,0,1,0,0,0
On the role of Model Uncertainties in Bayesian Optimization,0,0,1,0,1,2.3622171878814697,4287,87.78515625,0.3173519,1,0,0,1,0
Cardinality-constrained optimization problems in general position and beyond,0,0,0,1,0,2.368377685546875,4287,87.65234375,0.3082812,1,0,0,1,0
Adaptivity and Modularity for Efficient Generalization Over Task Complexity,1,0,1,0,0,2.4064619541168213,4287,87.65234375,0.3778271,1,1,0,1,0
An Empirical Evaluation of Time-Series Feature Sets,0,0,1,0,0,2.2748939990997314,4287,87.84765625,0.2300525,0,1,0,0,0
An Information-theoretic Approach to Prompt Engineering Without Ground Truth Labels,0,1,1,0,0,2.405073404312134,4287,87.88671875,0.3699099,1,1,1,0,0
"Fair When Trained, Unfair When Deployed: Observable Fairness Measures are Unstable in Performative Prediction Settings",0,0,1,0,1,2.403891086578369,4287,87.91796875,0.3541611,0,1,0,1,0
DClEVerNet: Deep Combinatorial Learning for Efficient EV Charging Scheduling in Large-scale Networked Facilities,0,0,1,0,0,2.455824136734009,4287,87.91796875,0.4227268,1,1,0,1,0
Dialogue Shaping: Empowering Agents through NPC Interaction,0,1,0,0,0,2.3664348125457764,4287,87.921875,0.3289731,1,1,0,0,0
Contextual Information and Specific Language Models for Spoken Language Understanding,0,1,0,0,0,2.500206232070923,4287,86.7890625,0.4588028,1,1,0,0,1
Entailment Tree Explanations via Iterative Retrieval-Generation Reasoner,0,1,0,0,0,2.37024188041687,4287,87.0078125,0.3387517,1,1,0,0,1
"Facilitating automated conversion of scientific knowledge into scientific simulation models with the Machine Assisted Generation, Calibration, and Comparison (MAGCC) Framework",1,0,1,0,0,2.462510824203491,4287,87.01171875,0.4071318,1,1,0,0,1
Belief Functions and Default Reasoning,1,0,0,0,0,2.5157055854797363,4287,87.6953125,0.4700051,1,1,0,0,0
Empirical Analysis of Sampling Based Estimators for Evaluating RBMs,0,0,1,0,1,2.3522112369537354,4287,87.70703125,0.3084927,1,1,0,0,0
Set optimization - a rather short introduction,0,0,0,1,0,2.309192419052124,4287,87.7265625,0.2564446,0,0,0,1,0
Learning Algorithms for Active Learning,0,0,1,0,0,2.4028797149658203,4287,86.5390625,0.3588425,1,1,0,1,0
Finite Convergence Criteria for Normalized Nash Equilibrium through Weak Sharpness and Linear Conditioning,0,0,0,1,0,2.5420656204223633,4287,86.5390625,0.4872014,1,1,0,1,0
Analysis of some Epidemic Models in complex networks and some ideas about isolation strategies,0,0,0,1,0,2.8084893226623535,4287,87.03125,0.7757131,1,1,0,0,0
CONDA: a CONtextual Dual-Annotated dataset for in-game toxicity understanding and detection,0,1,0,0,0,2.3922746181488037,4287,86.8046875,0.3479026,1,1,0,0,0
Sample-efficient Deep Reinforcement Learning for Dialog Control,1,0,1,0,1,2.445957660675049,4287,87.0546875,0.4086757,1,1,0,0,1
Learning Executable Semantic Parsers for Natural Language Understanding,1,1,0,0,0,2.441988468170166,4287,87.2265625,0.4048888,1,1,0,0,1
Hybrid Voltage Control in Distribution Networks Under Limited Communication Rates,0,0,0,1,0,2.3722846508026123,4287,87.33203125,0.3435201,0,1,0,1,0
Using New Data to Refine a Bayesian Network,1,0,0,0,0,2.400977849960327,4287,87.33203125,0.3477429,1,1,1,0,0
Adversarial Attack with Pattern Replacement,0,0,1,0,1,2.608067035675049,4287,86.328125,0.5650167,1,1,0,0,0
Neural Markov Logic Networks,0,0,1,0,1,2.3741304874420166,4287,86.796875,0.3205893,1,1,0,0,0
Learning Domain Specific Language Models for Automatic Speech Recognition through Machine Translation,0,1,0,0,0,2.403402805328369,4287,86.796875,0.3610586,1,1,0,0,0
A Practical Incremental Learning Framework For Sparse Entity Extraction,0,1,0,0,0,2.442965030670166,4287,87.375,0.4018089,1,1,0,0,1
AR Identification of Latent-variable Graphical Models,0,0,0,1,0,2.4386415481567383,4287,87.390625,0.3934087,1,1,0,1,0
Proximal Policy Gradient: PPO with Policy Gradient,1,0,1,0,0,2.4454360008239746,4287,86.3515625,0.4004432,1,1,0,1,0
Evaluating the Robustness of Neural Language Models to Input Perturbations,1,1,0,0,0,2.438066244125366,4287,86.85546875,0.3876472,1,1,0,1,0
FQ-Conv: Fully Quantized Convolution for Efficient and Accurate Inference,0,0,1,0,1,2.4583663940429688,4287,86.8984375,0.3991746,1,1,0,1,0
Sentence Centrality Revisited for Unsupervised Summarization,0,1,0,0,0,2.344881534576416,4287,86.9765625,0.3072845,1,1,0,0,0
Geometrical Homogeneous Clustering for Image Data Reduction,0,0,1,0,0,2.383117914199829,4287,86.98828125,0.3507759,1,1,1,0,0
Unsupervised Syntactically Controlled Paraphrase Generation with Abstract Meaning Representations,0,1,0,0,0,2.494699478149414,4287,87.484375,0.4526466,1,1,1,0,0
A Theoretical Perspective on Hyperdimensional Computing,0,0,1,0,0,2.3735172748565674,4287,87.48828125,0.3247164,1,1,0,0,0
An Extension of Fast Iterative Shrinkage-thresholding to Riemannian Optimization for Sparse Principal Component Analysis,0,0,0,1,0,2.4430289268493652,4287,87.546875,0.4111823,1,0,0,1,0
The role of behavior modifiers in representation development,1,0,0,0,0,2.3462634086608887,4287,87.546875,0.295635,1,1,0,0,0
Morphological Word Segmentation on Agglutinative Languages for Neural Machine Translation,0,1,0,0,0,2.414520740509033,4287,87.625,0.3727851,1,1,1,0,0
Compressive PCA for Low-Rank Matrices on Graphs,0,0,1,0,0,2.450892210006714,4287,87.64453125,0.4054429,1,1,1,0,0
A Differential Entropy Estimator for Training Neural Networks,0,0,1,0,1,2.3848581314086914,4287,87.7265625,0.343652,1,1,0,0,1
Equivariant and Invariant Grounding for Video Question Answering,0,1,0,0,0,2.3166987895965576,4287,86.6484375,0.2845574,1,1,0,0,0
Hybrid Learning with New Value Function for the Maximum Common Subgraph Problem,1,0,0,0,0,2.371932029724121,4285,87.1328125,0.3207209,1,1,0,1,0
Traffic Forecasting using Vehicle-to-Vehicle Communication,0,0,1,0,0,2.4502108097076416,4285,87.15234375,0.4059281,0,1,0,1,0
Artificial Decision Making Under Uncertainty in Intelligent Buildings,1,0,0,0,0,2.3276689052581787,4285,87.6484375,0.3078197,1,0,0,1,0
Multi-agent constrained optimization of a strongly convex function over time-varying directed networks,0,0,0,1,0,2.421175003051758,4285,87.65234375,0.3694396,1,0,0,1,1
Enabling Language Models to Fill in the Blanks,1,1,1,0,0,2.475728750228882,4285,87.69140625,0.4279814,1,1,0,0,0
ArPanEmo: An Open-Source Dataset for Fine-Grained Emotion Recognition in Arabic Online Content during COVID-19 Pandemic,0,1,0,0,0,2.343818187713623,4285,87.6953125,0.2930026,0,1,0,1,0
The Sample Complexity of Multi-Distribution Learning for VC Classes,0,0,1,0,1,2.403153657913208,4285,87.8671875,0.3608469,1,1,1,0,0
Efficient One-Pass End-to-End Entity Linking for Questions,1,1,0,0,0,2.3695425987243652,4285,87.8671875,0.3391464,1,1,0,0,0
Iterative Edit-Based Unsupervised Sentence Simplification,0,1,0,0,0,2.4769418239593506,4285,87.8671875,0.4469515,1,1,1,0,0
Improved Active Multi-Task Representation Learning via Lasso,1,0,1,0,0,2.4502005577087402,4285,87.8671875,0.4029322,1,1,0,1,0
Contextual Bandits with Budgeted Information Reveal,0,0,1,1,0,2.4354352951049805,4285,87.8671875,0.3963922,1,1,0,1,0
Regularizers for Structured Sparsity,0,0,0,0,1,2.4046759605407715,4285,86.56640625,0.3503801,1,1,0,0,0
Resilience of Electricity Distribution Networks - Part II: Leveraging Microgrids,0,0,0,1,0,2.342280387878418,4287,87.01171875,0.3027556,0,0,0,1,0
Addressing the Time-Varying Dynamic Probabilistic Reserve Sizing Method on Generation and Transmission Investment Planning Decisions,0,0,0,1,0,2.320650339126587,4287,87.01171875,0.2780423,0,0,0,1,0
Glyph: Fast and Accurately Training Deep Neural Networks on Encrypted Data,0,0,1,0,1,2.462648868560791,4287,87.6953125,0.4169553,1,1,0,1,0
Subformer: Exploring Weight Sharing for Parameter Efficiency in Generative Transformers,0,1,1,0,0,2.4574501514434814,4287,87.91796875,0.4016391,1,1,0,0,1
Embedding Differentiable Sparsity into Deep Neural Network,0,0,1,0,1,2.3963561058044434,4287,87.89453125,0.3607681,1,1,0,1,0
External Knowledge Selection with Weighted Negative Sampling in Knowledge-grounded Task-oriented Dialogue Systems,0,1,0,0,0,2.388746500015259,4287,87.91015625,0.3418512,1,1,1,0,0
Extremality of Convex Sets with Some Applications,0,0,0,1,0,2.381844997406006,4287,87.6015625,0.3486386,1,1,0,0,0
Designing recurrent neural networks by unfolding an l1-l1 minimization algorithm,0,0,1,0,1,2.456850051879883,4287,87.96484375,0.4133735,1,1,0,1,0
USFD: Twitter NER with Drift Compensation and Linked Data,0,1,0,0,0,2.257669448852539,4287,88.0390625,0.2324859,0,1,0,0,0
An In-Depth Evaluation of Federated Learning on Biomedical Natural Language Processing,0,1,0,0,0,2.417085647583008,4287,88.046875,0.3843114,1,1,0,0,1
Instance-based Label Smoothing For Better Calibrated Classification Networks,1,0,1,0,0,2.4485316276550293,4287,87.83984375,0.4020302,1,1,0,1,0
"Gamma Processes, Stick-Breaking, and Variational Inference",1,0,1,0,1,2.3475821018218994,4287,87.83984375,0.3007238,0,1,0,1,0
Inexact Convex Relaxations for AC Optimal Power Flow: Towards AC Feasibility,0,0,0,1,0,2.419198513031006,4287,88.01171875,0.3584228,1,1,0,1,0
Fixed Design Analysis of Regularization-Based Continual Learning,0,0,1,0,0,2.434349298477173,4287,88.01171875,0.4035829,1,1,0,1,0
A Note on the PAC Bayesian Theorem,1,0,1,0,0,2.358030080795288,4287,87.79296875,0.3038851,1,1,0,0,0
Injecting External Solutions Into CMA-ES,0,0,1,0,0,2.281708002090454,4285,87.79296875,0.2326819,0,1,0,0,0
Stepwise Model Selection for Sequence Prediction via Deep Kernel Learning,0,0,1,0,1,2.4292080402374268,4285,87.796875,0.3691552,1,1,0,0,1
Stochastic primal dual fixed point method for composite optimization,0,0,0,1,0,2.360238552093506,4285,87.8046875,0.3248084,1,0,0,1,0
Parameter Learning for Log-supermodular Distributions,0,0,1,0,1,2.4616570472717285,4285,87.9453125,0.4257898,1,1,1,0,0
Adjoint-based predictor-corrector sequential convex programming for parametric nonlinear optimization,0,0,0,1,0,2.4576990604400635,4285,87.94921875,0.4188609,1,0,0,1,0
Designing Adaptive Neural Networks for Energy-Constrained Image Classification,0,0,1,0,1,2.4530088901519775,4285,87.95703125,0.4168955,1,1,0,1,1
Post-processing Networks: Method for Optimizing Pipeline Task-oriented Dialogue Systems using Reinforcement Learning,1,1,0,0,0,2.482645273208618,4285,87.9609375,0.4524463,1,1,0,1,1
Augmented Cyclic Adversarial Learning for Low Resource Domain Adaptation,0,0,1,0,1,2.3427369594573975,4287,88.0078125,0.3175812,1,1,1,0,0
Policy Gradients for Contextual Recommendations,0,0,1,0,0,2.512293815612793,4287,88.16796875,0.470038,1,1,0,0,1
Preventing Imitation Learning with Adversarial Policy Ensembles,1,0,1,0,1,2.434096574783325,4287,88.16796875,0.4001221,1,1,0,1,0
Generic Stability Implication from Full Information Estimation to Moving-Horizon Estimation,0,0,0,1,0,2.3233625888824463,4287,86.69921875,0.3007063,1,0,0,1,0
Answering Subcognitive Turing Test Questions: A Reply to French,0,1,0,0,0,2.3724067211151123,4285,87.18359375,0.3367897,1,1,0,0,0
LocoProp: Enhancing BackProp via Local Loss Optimization,0,0,1,0,0,2.3517143726348877,4286,87.26953125,0.3173624,1,0,0,1,0
Deep Adaptive Arbitrary Polynomial Chaos Expansion: A Mini-data-driven Semi-supervised Method for Uncertainty Quantification,0,0,1,0,0,2.3697903156280518,4286,87.76171875,0.3251593,1,1,1,0,0
Spatial-Temporal Hypergraph Neural Network for Traffic Forecasting,0,0,1,0,0,2.483983039855957,4287,87.76171875,0.4636756,1,1,1,0,0
Clarke subgradients of stratifiable functions,0,0,0,1,0,2.3004441261291504,4287,87.8203125,0.2666699,1,1,0,0,0
Gradient-based Wang-Landau Algorithm: A Novel Sampler for Output Distribution of Neural Networks over the Input Space,1,0,0,0,0,2.3977627754211426,4285,88.125,0.3451361,1,1,0,0,1
Stochastic Discriminative EM,0,0,1,0,0,2.4019432067871094,4285,88.12890625,0.3460102,1,1,0,0,0
Automatic Identification of Types of Alterations in Historical Manuscripts,0,1,1,0,1,2.3497314453125,4285,88.1328125,0.3063716,0,1,0,0,0
Circuit-Based Intrinsic Methods to Detect Overfitting,0,0,1,0,1,2.4358181953430176,4285,88.13671875,0.3908879,1,1,0,1,0
Learning Directed Graphical Models from Gaussian Data,0,0,1,0,1,2.450181245803833,4286,87.0390625,0.4111239,1,1,1,0,0
Automatic retrieval of corresponding US views in longitudinal examinations,0,0,1,0,0,2.3056201934814453,4287,87.515625,0.2634337,0,1,0,0,0
English Conversational Telephone Speech Recognition by Humans and Machines,0,1,0,0,0,2.3521692752838135,4287,87.515625,0.3100836,1,1,0,0,0
"Overview of the CCKS 2019 Knowledge Graph Evaluation Track: Entity, Relation, Event and QA",1,1,0,0,0,2.311443567276001,4287,88.12890625,0.2673925,0,1,0,0,0
Understanding Random Forests: From Theory to Practice,0,0,0,0,1,2.4304757118225098,4287,88.140625,0.390424,1,1,1,0,0
Stochastic Contextual Bandits with Graph-based Contexts,0,0,1,0,1,2.436903953552246,4287,87.85546875,0.4006723,1,1,0,1,0
I$^2$KD-SLU: An Intra-Inter Knowledge Distillation Framework for Zero-Shot Cross-Lingual Spoken Language Understanding,0,1,0,0,0,2.42507004737854,4287,87.85546875,0.3741728,1,1,1,0,0
Efficient Exploration in Binary and Preferential Bayesian Optimization,0,0,1,1,1,2.5836544036865234,4287,87.72265625,0.5618566,1,0,0,1,1
Contrastive Unsupervised Word Alignment with Non-Local Features,0,1,0,0,0,2.4226951599121094,4287,87.7265625,0.3821553,1,1,0,0,1
Learning Structured Declarative Rule Sets -- A Challenge for Deep Discrete Learning,0,0,1,0,0,2.526796817779541,4287,87.9296875,0.4709502,1,1,0,1,0
Fixed-Endpoint Optimal Control of Bilinear Ensemble Systems,0,0,0,1,0,2.2485530376434326,4287,87.94921875,0.2118139,0,0,0,1,0
Uplifting Bandits,0,0,1,0,1,2.327409505844116,4287,87.984375,0.2793975,0,1,0,0,0
Mixed-integer linearity in nonlinear optimization: a trust region approach,0,0,0,1,0,2.3689842224121094,4287,87.98828125,0.3126357,1,0,0,1,0
Perseus: A Simple and Optimal High-Order Method for Variational Inequalities,0,0,1,1,0,2.2783987522125244,4287,87.98828125,0.236603,0,0,0,1,0
Input Validation for Neural Networks via Runtime Local Robustness Verification,0,0,1,0,1,2.451984167098999,4287,86.82421875,0.4073479,1,1,0,1,0
Latent Discretization for Continuous-time Sequence Compression,0,0,1,0,1,2.440361261367798,4287,87.22265625,0.4026183,1,1,1,0,0
Structure Based Extended Resolution for Constraint Programming,1,0,0,0,0,2.500471353530884,4287,87.23046875,0.448924,0,0,0,1,1
Integrating Logical and Probabilistic Reasoning for Decision Making,1,0,0,0,0,2.410900592803955,4287,87.72265625,0.3702718,1,1,1,0,0
Facial Reduction and Partial Polyhedrality,0,0,0,1,0,2.4028377532958984,4287,87.72265625,0.347963,0,0,0,1,0
Label-Efficient Interactive Time-Series Anomaly Detection,1,0,1,0,0,2.4368343353271484,4287,87.73046875,0.3941315,1,1,0,1,0
One Network Fits All? Modular versus Monolithic Task Formulations in Neural Networks,1,0,1,0,1,2.358680486679077,4287,87.73046875,0.3134784,1,1,0,1,0
Secure Classification With Augmented Features,0,0,1,0,0,2.4701101779937744,4287,87.73046875,0.4186235,1,1,0,0,0
Toward autocorrection of chemical process flowsheets using large language models,1,0,1,0,0,2.381035089492798,4287,87.73046875,0.3440439,1,1,0,0,1
Early warning via transitions in latent stochastic dynamical systems,0,0,1,0,1,2.530198574066162,4287,87.73828125,0.4838229,1,1,0,1,0
Relative-error inertial-relaxed inexact versions of Douglas-Rachford and ADMM splitting algorithms,0,0,0,1,0,2.3714332580566406,4287,87.73828125,0.3278064,0,1,0,1,0
The KITMUS Test: Evaluating Knowledge Integration from Multiple Sources in Natural Language Understanding Systems,0,1,1,0,0,2.451669931411743,4287,87.7265625,0.4021336,1,1,0,0,0
L2-Nonexpansive Neural Networks,1,0,1,0,0,2.3225560188293457,4287,87.7421875,0.2889765,1,1,0,0,0
On minimal LPV state-space representations in innovation form: an algebraic characterization,0,0,0,1,0,2.1791915893554688,4503,87.7421875,0.1242077,1,1,0,0,0
BITS Pilani at HinglishEval: Quality Evaluation for Code-Mixed Hinglish Text Using Transformers,0,1,1,0,0,2.3408401012420654,4506,86.5234375,0.2995757,0,1,0,1,0
Bayesian Crowdsourcing with Constraints,0,0,1,0,1,2.1454761028289795,4491,87.1171875,0.1007866,1,1,0,0,0
Detecting Asks in SE attacks: Impact of Linguistic and Structural Knowledge,0,1,0,0,0,2.319277286529541,4489,87.1171875,0.2679241,1,1,0,0,0
Node Copying: A Random Graph Model for Effective Graph Sampling,0,0,1,0,1,2.194963216781616,4489,87.703125,0.1666596,0,1,0,0,0
Understanding Transfer Learning and Gradient-Based Meta-Learning Techniques,1,0,1,0,1,2.4506399631500244,4489,87.70703125,0.4178009,1,1,0,1,0
Generalized Reciprocal Perspective,0,0,1,0,0,2.516935110092163,4489,87.70703125,0.4749368,0,1,0,1,0
Data envelopment analysis -- a flexible device to assessing SMEs performance,0,0,0,1,0,2.2846076488494873,4489,86.97265625,0.2289071,0,1,0,1,0
Primal-Dual Entropy Based Interior-Point Algorithms for Linear Optimization,0,0,0,1,0,2.5087106227874756,4489,86.9921875,0.4547118,1,1,0,1,0
An Empirical Evaluation of Two General Game Systems: Ludii and RBG,1,0,0,0,0,2.2026286125183105,4566,87.30859375,0.1720818,0,1,0,0,0
Induction and Uncertainty Management Techniques Applied to Veterinary Medical Diagnosis,1,0,0,0,0,2.3755605220794678,4502,86.87109375,0.3387538,1,1,0,1,0
Enchancing Semi-Supervised Learning for Extractive Summarization with an LLM-based pseudolabeler,1,1,0,0,0,2.3253090381622314,4526,87.30859375,0.2811129,1,1,1,0,0
"FAME: Flexible, Scalable Analogy Mappings Engine",1,1,0,0,0,2.3053879737854004,4527,87.00390625,0.2514711,1,1,0,0,0
A data science and machine learning approach to continuous analysis of Shakespeare's plays,0,1,1,0,0,2.27750825881958,4524,87.1640625,0.2231059,1,1,0,0,0
Compatible extensions and consistent closures: a fuzzy approach,1,0,0,0,0,2.1919097900390625,4524,87.19140625,0.1425135,0,1,0,0,0
FarsBase-KBP: A Knowledge Base Population System for the Persian Knowledge Graph,0,1,0,0,0,2.447211980819702,4523,86.97265625,0.3950377,1,1,0,1,0
Predictive Correlation Screening: Application to Two-stage Predictor Design in High Dimension,0,0,0,0,1,2.28169584274292,4523,87.19921875,0.2639139,1,1,1,0,0
SpReME: Sparse Regression for Multi-Environment Dynamic Systems,0,0,1,0,0,2.278698682785034,4523,87.20703125,0.2444511,1,1,0,1,0
Policy Iteration for Factored MDPs,1,0,0,0,0,2.319042921066284,4523,87.76953125,0.2975611,1,1,0,1,0
Stride Length Estimation with Deep Learning,0,0,1,0,0,2.335066080093384,4514,87.9921875,0.2955662,1,1,0,0,1
Spatio-Temporal Graph Neural Networks for Predictive Learning in Urban Computing: A Survey,0,0,1,0,0,2.4188616275787354,4514,87.9921875,0.3698951,1,1,1,0,0
A Means-End Account of Explainable Artificial Intelligence,1,0,1,0,0,2.263956308364868,4514,86.6328125,0.2168492,1,1,0,0,0
Predicting Illness for a Sustainable Dairy Agriculture: Predicting and Explaining the Onset of Mastitis in Dairy Cows,0,0,1,0,0,2.311687707901001,4514,86.9765625,0.2779236,0,1,0,1,0
A Study of Qualitative Correlations Between Crucial Bio-markers and the Optimal Drug Regimen of Type-I Lepra Reaction: A Deterministic Approach,0,0,0,1,0,2.431906223297119,4512,86.984375,0.3817506,0,0,0,1,0
Are All the Datasets in Benchmark Necessary? A Pilot Study of Dataset Evaluation for Text Classification,0,1,0,0,0,2.296088457107544,4512,87.5625,0.2556817,1,1,0,0,0
Distributionally Robust Optimization: A Review,0,0,1,1,1,2.319808006286621,4512,87.5703125,0.2973515,1,0,0,1,0
Finite-time Analysis for the Knowledge-Gradient Policy,0,0,1,0,0,2.302823305130005,4514,87.6484375,0.26486,1,1,0,1,0
Robust Importance Sampling for Error Estimation in the Context of Optimal Bayesian Transfer Learning,0,0,1,0,1,2.2362725734710693,4513,87.6484375,0.17873,0,0,0,1,0
Towards Semi-Supervised Learning for Deep Semantic Role Labeling,0,1,0,0,0,2.388038158416748,4513,87.65625,0.3490534,1,1,0,0,0
Models in the Loop: Aiding Crowdworkers with Generative Annotation Assistants,0,1,0,0,0,2.297454357147217,4512,86.51953125,0.2557538,1,1,0,0,1
ACERAC: Efficient reinforcement learning in fine time discretization,0,0,1,0,0,2.3187592029571533,4513,86.9375,0.286093,1,1,0,1,0
Clustering-based Inference for Biomedical Entity Linking,0,1,0,0,0,2.44960355758667,4513,87.44921875,0.4082824,1,1,0,0,1
Rating for Parents: Predicting Children Suitability Rating for Movies Based on Language of the Movies,0,1,1,0,0,2.1781530380249023,4513,87.1484375,0.1631358,0,1,0,0,0
Measuring Social Bias in Knowledge Graph Embeddings,0,1,0,0,0,2.4056575298309326,4507,87.4609375,0.3738661,1,1,1,0,0
Task-Driven Dictionary Learning,0,0,0,0,1,2.2793142795562744,4507,86.88671875,0.2435352,1,1,0,0,0
A Random Matrix Theory Approach to Damping in Deep Learning,0,0,1,0,1,2.282163381576538,4507,87.109375,0.2543446,1,0,0,1,0
Vocabulary Manipulation for Neural Machine Translation,0,1,0,0,0,2.3081414699554443,4507,87.109375,0.2531143,1,1,0,0,0
Cutting planes for signomial programming,0,0,0,1,0,2.225233554840088,4507,87.73828125,0.1714752,0,0,0,1,0
Best-of-three-worlds Analysis for Linear Bandits with Follow-the-regularized-leader Algorithm,0,0,1,0,1,2.4148402214050293,4507,87.74609375,0.3897588,1,1,0,1,0
Context-aware Natural Language Generation with Recurrent Neural Networks,0,1,0,0,0,2.364084482192993,4507,87.74609375,0.3167786,1,1,0,0,1
"Les Entit\'es Nomm\'ees : usage et degr\'es de pr\'ecision et de d\'esambigu\""isation",0,1,0,0,0,2.2891483306884766,4507,86.83984375,0.252921,0,1,0,0,0
Transformer as Linear Expansion of Learngene,1,0,1,0,0,2.38173770904541,4507,87.453125,0.3393713,0,1,0,0,0
We are what we repeatedly do: Inducing and deploying habitual schemas in persona-based responses,1,1,0,0,0,2.232715606689453,4507,87.46484375,0.1870292,0,1,0,0,0
A Convergence Theory for SVGD in the Population Limit under Talagrand's Inequality T1,0,0,1,1,0,2.3826799392700195,4507,88.05859375,0.3414931,0,0,0,1,0
Simple Model Also Works: A Novel Emotion Recognition Network in Textual Conversation Based on Curriculum Learning Strategy,0,1,0,0,0,2.378706455230713,4507,88.07421875,0.3459122,1,1,1,0,0
Experimental Demonstration of Frequency Regulation by Commercial Buildings - Part II: Results and Performance Evaluation,0,0,0,1,0,2.3009109497070312,4507,88.078125,0.2516414,1,1,0,1,0
Syst\`eme de traduction automatique statistique Anglais-Arabe,0,1,1,0,0,2.2619731426239014,4507,86.77734375,0.2272516,1,1,0,0,0
Paraphrase Generation as Unsupervised Machine Translation,0,1,0,0,0,2.3385143280029297,4507,86.77734375,0.3048047,1,1,0,0,0
Semantic Norm Recognition and its application to Portuguese Law,0,1,1,0,0,2.2710535526275635,4507,87.27734375,0.2487311,1,1,0,0,0
Telescoping Density-Ratio Estimation,0,0,1,0,1,2.311066150665283,4507,87.27734375,0.2781236,1,1,0,0,0
Question Answering with Subgraph Embeddings,0,1,0,0,0,2.38482403755188,4507,87.76953125,0.3406362,1,1,0,0,1
