text,cs.AI,cs.CL,cs.LG,math.OC,stat.ML,prediction,request_time,completion_tokens,prompt_tokens,total_tokens,prediction_post_processed
When to Ask for Help: Proactive Interventions in Autonomous Reinforcement Learning,0,0,1,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.8281757831573486,16.0,123.0,139.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
A Comparative Study on TF-IDF feature Weighting Method and its Analysis using Unstructured Dataset,0,1,1,0,0,"statistics machine learning, computational machine learning",0.5970602035522461,8.0,126.0,134.0,"['stat.ML', 'cs.LG']"
LongForm: Optimizing Instruction Tuning for Long Text Generation with Corpus Extraction,1,1,1,0,0,"artificial intelligence, optimization and control, computational machine learning",0.9028689861297607,11.0,123.0,134.0,"['cs.AI', 'math.OC', 'cs.LG']"
AutoKnow: Self-Driving Knowledge Collection for Products of Thousands of Types,1,0,0,0,0,"artificial intelligence, computational machine learning",0.8826882839202881,7.0,122.0,129.0,"['cs.AI', 'cs.LG']"
Random Feature-based Online Multi-kernel Learning in Environments with Unknown Dynamics,0,0,1,0,1,"optimization and control, computational machine learning",0.69490647315979,8.0,122.0,130.0,"['math.OC', 'cs.LG']"
Design from Policies: Conservative Test-Time Adaptation for Offline Policy Optimization,0,0,1,0,0,"optimization and control, computational machine learning",0.6892788410186768,8.0,121.0,129.0,"['math.OC', 'cs.LG']"
Successive Convex Approximation Based Off-Policy Optimization for Constrained Reinforcement Learning,0,0,1,0,0,"optimization and control, computational machine learning",0.7589795589447021,8.0,125.0,133.0,"['math.OC', 'cs.LG']"
Topology-Aware Correlations Between Relations for Inductive Link Prediction in Knowledge Graphs,0,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.7354187965393066,16.0,125.0,141.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Comparing Rewinding and Fine-tuning in Neural Network Pruning,0,0,1,0,1,"artificial intelligence, computational machine learning",0.9919886589050293,7.0,121.0,128.0,"['cs.AI', 'cs.LG']"
Sparse recovery of an electrical network based on algebraic variety fitting and graph sparsification,0,0,0,1,0,"optimization and control, computational machine learning",0.6997106075286865,8.0,124.0,132.0,"['math.OC', 'cs.LG']"
A Unified Positive-Unlabeled Learning Framework for Document-Level Relation Extraction with Different Levels of Labeling,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.6307222843170166,16.0,127.0,143.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
A Comparison of Optimization Algorithms for Deep Learning,0,0,1,0,1,"optimization and control, computational machine learning",0.5731592178344727,8.0,116.0,124.0,"['math.OC', 'cs.LG']"
Hyperbox based machine learning algorithms: A comprehensive survey,0,0,1,0,1,"artificial intelligence, computational machine learning, statistics machine learning",0.7346673011779785,11.0,118.0,129.0,"['cs.AI', 'stat.ML', 'cs.LG']"
"Prediction of single well production rate in water-flooding oil fields driven by the fusion of static, temporal and spatial information",0,0,1,0,0,"optimization and control, computational machine learning",0.8564345836639404,8.0,132.0,140.0,"['math.OC', 'cs.LG']"
An Infinite Restricted Boltzmann Machine,0,0,1,0,0,"artificial intelligence, computational machine learning",0.5838840007781982,7.0,115.0,122.0,"['cs.AI', 'cs.LG']"
Link Prediction using Embedded Knowledge Graphs,1,1,1,0,0,"artificial intelligence, computational machine learning",0.709510326385498,7.0,115.0,122.0,"['cs.AI', 'cs.LG']"
Risk-Aware Active Inverse Reinforcement Learning,0,0,1,0,1,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.9222519397735596,16.0,117.0,133.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Constrained Convolutional-Recurrent Networks to Improve Speech Quality with Low Impact on Recognition Accuracy,0,0,1,0,0,"artificial intelligence, computational machine learning, statistics machine learning",0.7070820331573486,11.0,126.0,137.0,"['cs.AI', 'stat.ML', 'cs.LG']"
On the nonlocal stabilization by starting control of the normal equation generated from Helmholtz system,0,0,0,1,0,optimization and control,0.7589101791381836,4.0,126.0,130.0,['math.OC']
Stochastic Subspace Cubic Newton Method,0,0,1,1,0,optimization and control,0.5665466785430908,4.0,116.0,120.0,['math.OC']
Convergence Analysis of Generalized ADMM with Majorization for Linearly Constrained Composite Convex Optimization,0,0,0,1,0,"optimization and control, computational machine learning",0.7791659832000732,8.0,128.0,136.0,"['math.OC', 'cs.LG']"
Safety Guarantees for Planning Based on Iterative Gaussian Processes,0,0,1,0,1,"artificial intelligence, computational machine learning, optimization and control",1.1803390979766846,11.0,119.0,130.0,"['cs.AI', 'math.OC', 'cs.LG']"
SesameBERT: Attention for Anywhere,0,1,1,0,0,"artificial intelligence, computational machine learning",0.6516966819763184,7.0,115.0,122.0,"['cs.AI', 'cs.LG']"
Machine Learning Performance Analysis to Predict Stroke Based on Imbalanced Medical Dataset,1,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.8236548900604248,11.0,121.0,132.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Probabilistic Decoupling of Labels in Classification,0,0,1,0,1,"statistics machine learning, computational machine learning",1.359781265258789,8.0,118.0,126.0,"['stat.ML', 'cs.LG']"
LatEval: An Interactive LLMs Evaluation Benchmark with Incomplete Information from Lateral Thinking Puzzles,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.6286756992340088,12.0,128.0,140.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Missing Not at Random in Matrix Completion: The Effectiveness of Estimating Missingness Probabilities Under a Low Nuclear Norm Assumption,0,0,1,0,1,"statistics machine learning, computational machine learning",0.7078285217285156,8.0,134.0,142.0,"['stat.ML', 'cs.LG']"
Generative Modelling for Unsupervised Score Calibration,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning",0.8299129009246826,11.0,118.0,129.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Characterization of the dissipative mappings and their application to perturbations of dissipative-Hamiltonian systems,0,0,0,1,0,none of the labels apply.,0.8667490482330322,7.0,128.0,135.0,[]
Probability Aggregates in Probability Answer Set Programming,1,0,0,0,0,"statistics machine learning, computational machine learning",1.1204113960266113,8.0,116.0,124.0,"['stat.ML', 'cs.LG']"
Clever Search: A WordNet Based Wrapper for Internet Search Engines,1,0,0,0,0,"artificial intelligence, computation and language",0.7592372894287109,8.0,120.0,128.0,"['cs.AI', 'cs.CL']"
Day-Ahead Hourly Forecasting of Power Generation from Photovoltaic Plants,0,0,1,0,1,"optimization and control, statistics machine learning",0.7300324440002441,8.0,123.0,131.0,"['stat.ML', 'math.OC']"
Cross-lingual Pre-training Based Transfer for Zero-shot Neural Machine Translation,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.7262208461761475,12.0,122.0,134.0,"['cs.AI', 'cs.CL', 'stat.ML']"
"Global Navigation Using Predictable and Slow Feature Analysis in Multiroom Environments, Path Planning and Other Control Tasks",0,0,1,0,1,"artificial intelligence, optimization and control, computational machine learning",0.738806962966919,11.0,129.0,140.0,"['cs.AI', 'math.OC', 'cs.LG']"
A Map of Bandits for E-commerce,0,0,1,0,0,"artificial intelligence, statistics machine learning, optimization and control",0.5740053653717041,11.0,116.0,127.0,"['cs.AI', 'stat.ML', 'math.OC']"
Enhancing Contrastive Learning with Noise-Guided Attack: Towards Continual Relation Extraction in the Wild,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.8514087200164795,16.0,128.0,144.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
An extragradient algorithm for quasiconvex equilibrium problems without monotonicity,0,0,0,1,0,optimization and control,0.8692636489868164,4.0,124.0,128.0,['math.OC']
Switching Scheme: A Novel Approach for Handling Incremental Concept Drift in Real-World Data Sets,0,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.6650433540344238,11.0,126.0,137.0,"['cs.AI', 'stat.ML', 'cs.LG']"
PALI-NLP at SemEval-2022 Task 4: Discriminative Fine-tuning of Transformers for Patronizing and Condescending Language Detection,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.7803826332092285,16.0,139.0,155.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Convexification with bounded gap for randomly projected quadratic optimization,0,0,0,1,0,optimization and control,0.7987642288208008,4.0,119.0,123.0,['math.OC']
Belief change with noisy sensing in the situation calculus,1,0,0,0,0,"artificial intelligence, computation and language, computational machine learning",1.0591797828674316,12.0,118.0,130.0,"['cs.AI', 'cs.CL', 'cs.LG']"
EdinSaar@WMT21: North-Germanic Low-Resource Multilingual NMT,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.8312802314758301,12.0,128.0,140.0,"['cs.AI', 'cs.CL', 'stat.ML']"
SEDRo: A Simulated Environment for Developmental Robotics,1,0,0,0,0,"artificial intelligence, computational machine learning",0.80653977394104,7.0,120.0,127.0,"['cs.AI', 'cs.LG']"
Incorporating Word Embeddings into Open Directory Project based Large-scale Classification,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.7711622714996338,12.0,121.0,133.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Adversarial Learning of Poisson Factorisation Model for Gauging Brand Sentiment in User Reviews,0,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.8049132823944092,11.0,127.0,138.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Reducing Adversarially Robust Learning to Non-Robust PAC Learning,0,0,1,0,0,"artificial intelligence, computation and language, statistics machine learning",0.7600212097167969,12.0,123.0,135.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Classification with Nearest Disjoint Centroids,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning",0.8331396579742432,11.0,116.0,127.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Detecting Languages Unintelligible to Multilingual Models through Local Structure Probes,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.7986283302307129,12.0,124.0,136.0,"['cs.AI', 'cs.CL', 'stat.ML']"
A Bayesian approach to quantifying uncertainties and improving generalizability in traffic prediction models,0,0,1,0,1,"statistics machine learning, computational machine learning",0.7334160804748535,8.0,124.0,132.0,"['stat.ML', 'cs.LG']"
Missing Data Imputation with Graph Laplacian Pyramid Network,0,0,1,0,0,"artificial intelligence, computational machine learning, statistics machine learning",0.6231741905212402,11.0,119.0,130.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Error bounds of regularized gap functions for polynomial variational inequalities,0,0,0,1,0,optimization and control,0.8951711654663086,4.0,120.0,124.0,['math.OC']
Online Data Thinning via Multi-Subspace Tracking,0,0,1,0,1,"optimization and control, computational machine learning",0.899282693862915,8.0,118.0,126.0,"['math.OC', 'cs.LG']"
Multiple Inputs Neural Networks for Medicare fraud Detection,0,0,1,0,0,"artificial intelligence, computational machine learning",0.7541115283966064,7.0,116.0,123.0,"['cs.AI', 'cs.LG']"
Convergence Rates for Deterministic and Stochastic Subgradient Methods Without Lipschitz Continuity,0,0,1,1,0,"optimization and control, computational machine learning",0.6715316772460938,8.0,127.0,135.0,"['math.OC', 'cs.LG']"
Configuration-Constrained Tube MPC,0,0,0,1,0,optimization and control,0.9848525524139404,4.0,113.0,117.0,['math.OC']
Compositional Semantics Grounded in Commonsense Metaphysics,1,1,0,0,0,"artificial intelligence, computation and language",0.6800260543823242,8.0,121.0,129.0,"['cs.AI', 'cs.CL']"
Randomized Gradient Boosting Machine,0,0,1,1,1,"statistics machine learning, computational machine learning",0.7383265495300293,8.0,114.0,122.0,"['stat.ML', 'cs.LG']"
Faster Nearest Neighbor Machine Translation,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.8177351951599121,16.0,114.0,130.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Computing the resolvent of the sum of operators with application to best approximation problems,0,0,0,1,0,optimization and control,0.6412825584411621,4.0,123.0,127.0,['math.OC']
EiGLasso for Scalable Sparse Kronecker-Sum Inverse Covariance Estimation,0,0,1,0,1,"statistics machine learning, optimization and control, computational machine learning",0.7178239822387695,12.0,126.0,138.0,"['stat.ML', 'math.OC', 'cs.LG']"
Optimal control of Allen-Cahn systems,0,0,0,1,0,optimization and control,0.49187803268432617,4.0,115.0,119.0,['math.OC']
A system for exploring big data: an iterative k-means searchlight for outlier detection on open health data,0,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.7622976303100586,11.0,130.0,141.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Resource Constrained Deep Reinforcement Learning,0,0,1,0,1,"artificial intelligence, computational machine learning",0.6744515895843506,7.0,115.0,122.0,"['cs.AI', 'cs.LG']"
Fast deep reinforcement learning using online adjustments from the past,1,0,1,0,0,"artificial intelligence, computational machine learning",0.8038430213928223,7.0,118.0,125.0,"['cs.AI', 'cs.LG']"
Active Function Cross-Entropy Clustering,0,0,0,0,1,"artificial intelligence, statistics machine learning, computational machine learning",1.1495094299316406,11.0,115.0,126.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Auto-Encoder based Co-Training Multi-View Representation Learning,0,0,1,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.9077117443084717,16.0,120.0,136.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Optimal Monte Carlo Estimation of Belief Network Inference,1,0,0,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.7564601898193359,11.0,119.0,130.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Application of a Fuzzy Programming Technique to Production Planning in the Textile Industry,1,0,0,0,0,optimization and control,0.8110661506652832,4.0,122.0,126.0,['math.OC']
Random Effect Bandits,0,0,1,0,1,"optimization and control, statistics machine learning",0.700078010559082,8.0,112.0,120.0,"['stat.ML', 'math.OC']"
