text,cs.AI,cs.CL,cs.LG,math.OC,stat.ML,prediction,request_time,completion_tokens,prompt_tokens,total_tokens,prediction_post_processed
AutoKnow: Self-Driving Knowledge Collection for Products of Thousands of Types,1,0,0,0,0,"artificial intelligence, computation and language, statistics machine learning
",0.5794844627380371,11.0,108.0,119.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Random Feature-based Online Multi-kernel Learning in Environments with Unknown Dynamics,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.0624699592590332,8.0,108.0,116.0,"['stat.ML', 'cs.LG']"
Design from Policies: Conservative Test-Time Adaptation for Offline Policy Optimization,0,0,1,0,0,"computational machine learning, statistics machine learning, artificial intelligence, optimization and control
",1.1878769397735596,15.0,107.0,122.0,"['cs.AI', 'stat.ML', 'math.OC', 'cs.LG']"
Successive Convex Approximation Based Off-Policy Optimization for Constrained Reinforcement Learning,0,0,1,0,0,"optimization and control, computational machine learning, statistics machine learning
",0.825284481048584,12.0,108.0,120.0,"['stat.ML', 'math.OC', 'cs.LG']"
Topology-Aware Correlations Between Relations for Inductive Link Prediction in Knowledge Graphs,0,1,1,0,0,"artificial intelligence, computational machine learning, statistics machine learning
",1.3490571975708008,11.0,108.0,119.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Comparing Rewinding and Fine-tuning in Neural Network Pruning,0,0,1,0,1,"computational machine learning, statistics machine learning
",0.7851438522338867,8.0,105.0,113.0,"['stat.ML', 'cs.LG']"
Sparse recovery of an electrical network based on algebraic variety fitting and graph sparsification,0,0,0,1,0,"- statistics machine learning
- optimization and control
",1.1751718521118164,10.0,110.0,120.0,"['stat.ML', 'math.OC']"
A Unified Positive-Unlabeled Learning Framework for Document-Level Relation Extraction with Different Levels of Labeling,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning
",1.1801369190216064,15.0,113.0,128.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
A Comparison of Optimization Algorithms for Deep Learning,0,0,1,0,1,"- artificial intelligence
- statistics machine learning
- optimization and control
- computational machine learning
",1.299720048904419,19.0,102.0,121.0,"['cs.AI', 'stat.ML', 'math.OC', 'cs.LG']"
Hyperbox based machine learning algorithms: A comprehensive survey,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.3403115272521973,8.0,104.0,112.0,"['stat.ML', 'cs.LG']"
"Prediction of single well production rate in water-flooding oil fields driven by the fusion of static, temporal and spatial information",0,0,1,0,0,"statistics machine learning, computational machine learning
",1.0960893630981445,8.0,118.0,126.0,"['stat.ML', 'cs.LG']"
An Infinite Restricted Boltzmann Machine,0,0,1,0,0,"statistics machine learning, computational machine learning
",0.5394256114959717,8.0,99.0,107.0,"['stat.ML', 'cs.LG']"
Link Prediction using Embedded Knowledge Graphs,1,1,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning
",1.0625391006469727,11.0,100.0,111.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Risk-Aware Active Inverse Reinforcement Learning,0,0,1,0,1,"statistics machine learning, artificial intelligence
",1.1874990463256836,7.0,101.0,108.0,"['cs.AI', 'stat.ML']"
Constrained Convolutional-Recurrent Networks to Improve Speech Quality with Low Impact on Recognition Accuracy,0,0,1,0,0,"- artificial intelligence
- computation and language
- statistics machine learning
",1.1149146556854248,14.0,112.0,126.0,"['cs.AI', 'cs.CL', 'stat.ML']"
On the nonlocal stabilization by starting control of the normal equation generated from Helmholtz system,0,0,0,1,0,"optimization and control
",1.1975958347320557,4.0,110.0,114.0,['math.OC']
Stochastic Subspace Cubic Newton Method,0,0,1,1,0,"optimization and control, computational machine learning
",1.086136817932129,8.0,100.0,108.0,"['math.OC', 'cs.LG']"
Convergence Analysis of Generalized ADMM with Majorization for Linearly Constrained Composite Convex Optimization,0,0,0,1,0,"optimization and control, computational machine learning
",1.1326053142547607,8.0,111.0,119.0,"['math.OC', 'cs.LG']"
Safety Guarantees for Planning Based on Iterative Gaussian Processes,0,0,1,0,1,"- artificial intelligence
- statistics machine learning
- optimization and control
",1.125431776046753,14.0,105.0,119.0,"['cs.AI', 'stat.ML', 'math.OC']"
SesameBERT: Attention for Anywhere,0,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning
",0.7836873531341553,15.0,100.0,115.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Machine Learning Performance Analysis to Predict Stroke Based on Imbalanced Medical Dataset,1,0,1,0,0,"statistics machine learning, computational machine learning
",1.136014461517334,8.0,108.0,116.0,"['stat.ML', 'cs.LG']"
Probabilistic Decoupling of Labels in Classification,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.0930733680725098,8.0,103.0,111.0,"['stat.ML', 'cs.LG']"
LatEval: An Interactive LLMs Evaluation Benchmark with Incomplete Information from Lateral Thinking Puzzles,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning
",0.6154043674468994,11.0,110.0,121.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Missing Not at Random in Matrix Completion: The Effectiveness of Estimating Missingness Probabilities Under a Low Nuclear Norm Assumption,0,0,1,0,1,"statistics machine learning, computational machine learning
",0.6438453197479248,8.0,116.0,124.0,"['stat.ML', 'cs.LG']"
Generative Modelling for Unsupervised Score Calibration,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.1804404258728027,8.0,103.0,111.0,"['stat.ML', 'cs.LG']"
Characterization of the dissipative mappings and their application to perturbations of dissipative-Hamiltonian systems,0,0,0,1,0,"optimization and control
",1.0925776958465576,4.0,113.0,117.0,['math.OC']
Probability Aggregates in Probability Answer Set Programming,1,0,0,0,0,"artificial intelligence, computation and language
",0.606886625289917,7.0,102.0,109.0,"['cs.AI', 'cs.CL']"
Clever Search: A WordNet Based Wrapper for Internet Search Engines,1,0,0,0,0,"artificial intelligence, computation and language
",1.0866990089416504,7.0,106.0,113.0,"['cs.AI', 'cs.CL']"
Day-Ahead Hourly Forecasting of Power Generation from Photovoltaic Plants,0,0,1,0,1,"artificial intelligence, statistics machine learning
",1.0990874767303467,7.0,106.0,113.0,"['cs.AI', 'stat.ML']"
Cross-lingual Pre-training Based Transfer for Zero-shot Neural Machine Translation,0,1,0,0,0,"computation and language, artificial intelligence, computational machine learning
",1.0749096870422363,11.0,109.0,120.0,"['cs.AI', 'cs.CL', 'cs.LG']"
"Global Navigation Using Predictable and Slow Feature Analysis in Multiroom Environments, Path Planning and Other Control Tasks",0,0,1,0,1,"artificial intelligence, computational machine learning
",1.1169934272766113,7.0,114.0,121.0,"['cs.AI', 'cs.LG']"
A Map of Bandits for E-commerce,0,0,1,0,0,"statistics machine learning, optimization and control
",1.072199821472168,8.0,103.0,111.0,"['stat.ML', 'math.OC']"
Enhancing Contrastive Learning with Noise-Guided Attack: Towards Continual Relation Extraction in the Wild,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning
",1.25492525100708,15.0,113.0,128.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
An extragradient algorithm for quasiconvex equilibrium problems without monotonicity,0,0,0,1,0,"optimization and control
",0.5717213153839111,4.0,107.0,111.0,['math.OC']
Switching Scheme: A Novel Approach for Handling Incremental Concept Drift in Real-World Data Sets,0,0,1,0,0,"computational machine learning
",1.1000375747680664,4.0,111.0,115.0,['cs.LG']
PALI-NLP at SemEval-2022 Task 4: Discriminative Fine-tuning of Transformers for Patronizing and Condescending Language Detection,1,1,0,0,0,"computation and language
artificial intelligence
statistics machine learning
computational machine learning
",1.1921002864837646,15.0,126.0,141.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Convexification with bounded gap for randomly projected quadratic optimization,0,0,0,1,0,"optimization and control, computational machine learning
",1.2469372749328613,8.0,104.0,112.0,"['math.OC', 'cs.LG']"
Belief change with noisy sensing in the situation calculus,1,0,0,0,0,"artificial intelligence
",1.180333137512207,3.0,103.0,106.0,['cs.AI']
EdinSaar@WMT21: North-Germanic Low-Resource Multilingual NMT,0,1,0,0,0,"computation and language
",1.1890273094177246,4.0,114.0,118.0,['cs.CL']
SEDRo: A Simulated Environment for Developmental Robotics,1,0,0,0,0,"artificial intelligence, computational machine learning
",1.2975075244903564,7.0,103.0,110.0,"['cs.AI', 'cs.LG']"
Incorporating Word Embeddings into Open Directory Project based Large-scale Classification,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning
",1.0061030387878418,15.0,108.0,123.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Adversarial Learning of Poisson Factorisation Model for Gauging Brand Sentiment in User Reviews,0,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning
",1.3076016902923584,11.0,111.0,122.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Reducing Adversarially Robust Learning to Non-Robust PAC Learning,0,0,1,0,0,"statistics machine learning, computational machine learning
",1.1852619647979736,8.0,107.0,115.0,"['stat.ML', 'cs.LG']"
Classification with Nearest Disjoint Centroids,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.3306398391723633,8.0,101.0,109.0,"['stat.ML', 'cs.LG']"
Detecting Languages Unintelligible to Multilingual Models through Local Structure Probes,0,1,0,0,0,"computation and language, statistics machine learning, artificial intelligence
",1.1798276901245117,11.0,107.0,118.0,"['cs.AI', 'cs.CL', 'stat.ML']"
A Bayesian approach to quantifying uncertainties and improving generalizability in traffic prediction models,0,0,1,0,1,"statistics machine learning, optimization and control
",1.166213035583496,8.0,109.0,117.0,"['stat.ML', 'math.OC']"
Missing Data Imputation with Graph Laplacian Pyramid Network,0,0,1,0,0,"statistics machine learning, computational machine learning
",1.3229961395263672,8.0,103.0,111.0,"['stat.ML', 'cs.LG']"
Error bounds of regularized gap functions for polynomial variational inequalities,0,0,0,1,0,"optimization and control, computational machine learning
",1.2429463863372803,8.0,105.0,113.0,"['math.OC', 'cs.LG']"
Online Data Thinning via Multi-Subspace Tracking,0,0,1,0,1,"statistics machine learning, optimization and control, computational machine learning
",1.192077875137329,12.0,104.0,116.0,"['stat.ML', 'math.OC', 'cs.LG']"
Multiple Inputs Neural Networks for Medicare fraud Detection,0,0,1,0,0,"artificial intelligence, statistics machine learning
",1.1710102558135986,7.0,102.0,109.0,"['cs.AI', 'stat.ML']"
Convergence Rates for Deterministic and Stochastic Subgradient Methods Without Lipschitz Continuity,0,0,1,1,0,"optimization and control, computational machine learning
",1.1928558349609375,8.0,107.0,115.0,"['math.OC', 'cs.LG']"
Configuration-Constrained Tube MPC,0,0,0,1,0,"optimization and control
",1.1686887741088867,4.0,100.0,104.0,['math.OC']
Compositional Semantics Grounded in Commonsense Metaphysics,1,1,0,0,0,"computation and language, artificial intelligence
",1.2718281745910645,7.0,104.0,111.0,"['cs.AI', 'cs.CL']"
Randomized Gradient Boosting Machine,0,0,1,1,1,"statistics machine learning, computational machine learning
",1.138892650604248,8.0,99.0,107.0,"['stat.ML', 'cs.LG']"
Faster Nearest Neighbor Machine Translation,0,1,0,0,0,"statistics machine learning, computation and language, artificial intelligence
",1.1554808616638184,11.0,99.0,110.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Computing the resolvent of the sum of operators with application to best approximation problems,0,0,0,1,0,"optimization and control
",0.6598312854766846,4.0,109.0,113.0,['math.OC']
EiGLasso for Scalable Sparse Kronecker-Sum Inverse Covariance Estimation,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.7836954593658447,8.0,109.0,117.0,"['stat.ML', 'cs.LG']"
Optimal control of Allen-Cahn systems,0,0,0,1,0,"optimization and control
",1.156527042388916,4.0,102.0,106.0,['math.OC']
A system for exploring big data: an iterative k-means searchlight for outlier detection on open health data,0,0,1,0,0,"statistics machine learning, computational machine learning
",1.163888931274414,8.0,115.0,123.0,"['stat.ML', 'cs.LG']"
Resource Constrained Deep Reinforcement Learning,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning
",1.0593655109405518,11.0,100.0,111.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Fast deep reinforcement learning using online adjustments from the past,1,0,1,0,0,"statistics machine learning, optimization and control, computational machine learning
",1.0988726615905762,12.0,104.0,116.0,"['stat.ML', 'math.OC', 'cs.LG']"
Active Function Cross-Entropy Clustering,0,0,0,0,1,"statistics machine learning, computational machine learning
",1.1088221073150635,8.0,100.0,108.0,"['stat.ML', 'cs.LG']"
Auto-Encoder based Co-Training Multi-View Representation Learning,0,0,1,0,0,"artificial intelligence, computational machine learning
",0.5218756198883057,7.0,106.0,113.0,"['cs.AI', 'cs.LG']"
Optimal Monte Carlo Estimation of Belief Network Inference,1,0,0,0,0,"statistics machine learning, artificial intelligence
",1.08587646484375,7.0,102.0,109.0,"['cs.AI', 'stat.ML']"
Application of a Fuzzy Programming Technique to Production Planning in the Textile Industry,1,0,0,0,0,"optimization and control
",1.0952174663543701,4.0,107.0,111.0,['math.OC']
Random Effect Bandits,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.1070449352264404,8.0,98.0,106.0,"['stat.ML', 'cs.LG']"
Multimodal Indoor Localisation for Measuring Mobility in Parkinson's Disease using Transformers,0,0,1,0,0,"artificial intelligence, statistics machine learning
",1.120997428894043,7.0,109.0,116.0,"['cs.AI', 'stat.ML']"
UBAR: Towards Fully End-to-End Task-Oriented Dialog Systems with GPT-2,0,1,0,0,0,"artificial intelligence, computation and language
",1.0734295845031738,7.0,113.0,120.0,"['cs.AI', 'cs.CL']"
Towards Global Remote Discharge Estimation: Using the Few to Estimate The Many,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.0694942474365234,8.0,107.0,115.0,"['stat.ML', 'cs.LG']"
Learning (Re-)Starting Solutions for Vehicle Routing Problems,1,0,1,0,0,"optimization and control, computational machine learning
",0.6912477016448975,8.0,104.0,112.0,"['math.OC', 'cs.LG']"
Fill in the Blanks: Imputing Missing Sentences for Larger-Context Neural Machine Translation,0,1,0,0,0,"computation and language, artificial intelligence, computational machine learning
",1.0726149082183838,11.0,111.0,122.0,"['cs.AI', 'cs.CL', 'cs.LG']"
